All calculations,Bus 16
"b:tnow in s","m:fehz in Hz"
13.721666,59.419853
13.731666,59.419801
13.741666,59.419748
13.751666,59.419696
13.761666,59.419644
13.771666,59.419592
13.781666,59.419539
13.791666,59.419487
13.801666,59.419435
13.811666,59.419382
13.821666,59.419330
13.831666,59.419277
13.841666,59.419225
13.851666,59.419172
13.861666,59.419119
13.871666,59.419067
13.881666,59.419014
13.891666,59.418961
13.901666,59.418908
13.911666,59.418856
13.921666,59.418803
13.931666,59.418750
13.941666,59.418697
13.951666,59.418644
13.961666,59.418590
13.971666,59.418537
13.981666,59.418484
13.991666,59.418431
14.001666,59.418378
14.011666,59.418324
14.021666,59.418271
14.031666,59.418218
14.041666,59.418164
14.051666,59.418111
14.061666,59.418058
14.071666,59.418004
14.081666,59.417951
14.091666,59.417898
14.101666,59.417844
14.111666,59.417791
14.121666,59.417738
14.131666,59.417684
14.141666,59.417631
14.151666,59.417578
14.161666,59.417525
14.171666,59.417472
14.181666,59.417419
14.191666,59.417366
14.201666,59.417313
14.211666,59.417260
14.221666,59.417207
14.231666,59.417154
14.241666,59.417102
14.251666,59.417049
14.261666,59.416997
14.271666,59.416945
14.281666,59.416893
14.291666,59.416841
14.301666,59.416789
14.311666,59.416737
14.321666,59.416686
14.331666,59.416635
14.341666,59.416584
14.351666,59.416533
14.361666,59.416482
14.371666,59.416432
14.381666,59.416381
14.391666,59.416331
14.401666,59.416281
14.411666,59.416232
14.421666,59.416183
14.431666,59.416133
14.441666,59.416085
14.451666,59.416036
14.461666,59.415988
14.471666,59.415940
14.481666,59.415892
14.491666,59.415845
14.501666,59.415798
14.511666,59.415751
14.521666,59.415704
14.531666,59.415658
14.541666,59.415612
14.551666,59.415567
14.561666,59.415522
14.571666,59.415477
14.581666,59.415432
14.591666,59.415388
14.601666,59.415345
14.611666,59.415301
14.621666,59.415258
14.631666,59.415215
14.641666,59.415173
14.651666,59.415131
14.661666,59.415089
14.671666,59.415048
14.681666,59.415007
14.691666,59.414967
14.701666,59.414926
14.711666,59.414887
14.721666,59.414847
14.731666,59.414808
14.741666,59.414770
14.751666,59.414731
14.761666,59.414693
14.771666,59.414656
14.781666,59.414618
14.791666,59.414582
14.801666,59.414545
14.811666,59.414509
14.821666,59.414473
14.831666,59.414438
14.841666,59.414402
14.851666,59.414368
14.861666,59.414333
14.871666,59.414299
14.881666,59.414265
14.891666,59.414232
14.901666,59.414198
14.911666,59.414166
14.921666,59.414133
14.931666,59.414101
14.941666,59.414069
14.951666,59.414037
14.961666,59.414005
14.971666,59.413974
14.981666,59.413943
14.991666,59.413913
15.001666,59.413882
15.011666,59.413852
15.021666,59.413822
15.031666,59.413792
15.041666,59.413763
15.051666,59.413733
15.061666,59.413704
15.071666,59.413675
15.081666,59.413646
15.091666,59.413618
15.101666,59.413589
15.111666,59.413561
15.121666,59.413533
15.131666,59.413505
15.141666,59.413477
15.151666,59.413450
15.161666,59.413422
15.171666,59.413395
15.181666,59.413368
15.191666,59.413340
15.201666,59.413313
15.211666,59.413286
15.221666,59.413260
15.231666,59.413233
15.241666,59.413206
15.251666,59.413179
15.261666,59.413153
15.271666,59.413126
15.281666,59.413100
15.291666,59.413073
15.301666,59.413047
15.311666,59.413021
15.321666,59.412995
15.331666,59.412968
15.341666,59.412942
15.351666,59.412916
15.361666,59.412890
15.371666,59.412864
15.381666,59.412838
15.391666,59.412811
15.401666,59.412785
15.411666,59.412759
15.421666,59.412733
15.431666,59.412707
15.441666,59.412681
15.451666,59.412655
15.461666,59.412629
15.471666,59.412603
15.481666,59.412577
15.491666,59.412551
15.501666,59.412525
15.511666,59.412499
15.521666,59.412473
15.531666,59.412447
15.541666,59.412421
15.551666,59.412394
15.561666,59.412368
15.571666,59.412342
15.581666,59.412316
15.591666,59.412290
15.601666,59.412264
15.611666,59.412238
15.621666,59.412212
15.631666,59.412186
15.641666,59.412160
15.651666,59.412134
15.661666,59.412108
15.671666,59.412082
15.681666,59.412056
15.691666,59.412030
15.701666,59.412004
15.711666,59.411978
15.721666,59.411952
15.731666,59.411927
15.741666,59.411901
15.751666,59.411875
15.761666,59.411849
15.771666,59.411824
15.781666,59.411798
15.791666,59.411773
15.801666,59.411747
15.811666,59.411722
15.821666,59.411696
15.831666,59.411671
15.841666,59.411646
15.851666,59.411621
15.861666,59.411596
15.871666,59.411571
15.881666,59.411546
15.891666,59.411521
15.901666,59.411496
15.911666,59.411472
15.921666,59.411447
15.931666,59.411423
15.941666,59.411398
15.951666,59.411374
15.961666,59.411350
15.971666,59.411326
15.981666,59.411303
15.991666,59.411279
16.001666,59.411255
16.011666,59.411232
16.021666,59.411209
16.031666,59.411186
16.041666,59.411163
16.051666,59.411140
16.061666,59.411117
16.071666,59.411095
16.081666,59.411073
16.091666,59.411051
16.101666,59.411029
16.111666,59.411007
16.121666,59.410986
16.131666,59.410964
16.141666,59.410943
16.151666,59.410922
16.161666,59.410901
16.171666,59.410881
16.181666,59.410860
16.191666,59.410840
16.201666,59.410820
16.211666,59.410800
16.221666,59.410781
16.231666,59.410762
16.241666,59.410743
16.251666,59.410724
16.261666,59.410705
16.271666,59.410687
16.281666,59.410668
16.291666,59.410650
16.301666,59.410633
16.311666,59.410615
16.321666,59.410598
16.331666,59.410581
16.341666,59.410564
16.351666,59.410547
16.361666,59.410531
16.371666,59.410515
16.381666,59.410499
16.391666,59.410483
16.401666,59.410467
16.411666,59.410452
16.421666,59.410437
16.431666,59.410422
16.441666,59.410408
16.451666,59.410393
16.461666,59.410379
16.471666,59.410365
16.481666,59.410352
16.491666,59.410338
16.501666,59.410325
16.511666,59.410312
16.521666,59.410299
16.531666,59.410287
16.541666,59.410274
16.551666,59.410262
16.561666,59.410250
16.571666,59.410238
16.581666,59.410227
16.591666,59.410215
16.601666,59.410204
16.611666,59.410193
16.621666,59.410182
16.631666,59.410171
16.641666,59.410161
16.651666,59.410150
16.661666,59.410140
16.671666,59.410130
16.681666,59.410120
16.691666,59.410111
16.701666,59.410101
16.711666,59.410092
16.721666,59.410082
16.731666,59.410073
16.741666,59.410064
16.751666,59.410055
16.761666,59.410047
16.771666,59.410038
16.781666,59.410030
16.791666,59.410021
16.801666,59.410013
16.811666,59.410005
16.821666,59.409997
16.831666,59.409989
16.841666,59.409981
16.851666,59.409973
16.861666,59.409965
16.871666,59.409958
16.881666,59.409950
16.891666,59.409943
16.901666,59.409935
16.911666,59.409928
16.921666,59.409921
16.931666,59.409913
16.941666,59.409906
16.951666,59.409899
16.961666,59.409892
16.971666,59.409885
16.981666,59.409878
16.991666,59.409871
17.001666,59.409864
17.011666,59.409858
17.021666,59.409851
17.031666,59.409844
17.041666,59.409837
17.051666,59.409831
17.061666,59.409824
17.071666,59.409817
17.081666,59.409811
17.091666,59.409804
17.101666,59.409797
17.111666,59.409791
17.121666,59.409784
17.131666,59.409778
17.141666,59.409771
17.151666,59.409765
17.161666,59.409759
17.171666,59.409752
17.181666,59.409746
17.191666,59.409739
17.201666,59.409733
17.211666,59.409727
17.221666,59.409720
17.231666,59.409714
17.241666,59.409708
17.251666,59.409702
17.261666,59.409695
17.271666,59.409689
17.281666,59.409683
17.291666,59.409677
17.301666,59.409671
17.311666,59.409665
17.321666,59.409659
17.331666,59.409653
17.341666,59.409647
17.351666,59.409641
17.361666,59.409635
17.371666,59.409629
17.381666,59.409623
17.391666,59.409617
17.401666,59.409612
17.411666,59.409606
17.421666,59.409600
17.431666,59.409595
17.441666,59.409589
17.451666,59.409584
17.461666,59.409578
17.471666,59.409573
17.481666,59.409568
17.491666,59.409563
17.501666,59.409558
17.511666,59.409553
17.521666,59.409548
17.531666,59.409543
17.541666,59.409538
17.551666,59.409533
17.561666,59.409529
17.571666,59.409524
17.581666,59.409520
17.591666,59.409515
17.601666,59.409511
17.611666,59.409507
17.621666,59.409503
17.631666,59.409499
17.641666,59.409495
17.651666,59.409491
17.661666,59.409488
17.671666,59.409484
17.681666,59.409481
17.691666,59.409477
17.701666,59.409474
17.711666,59.409471
17.721666,59.409468
17.731666,59.409465
17.741666,59.409463
17.751666,59.409460
17.761666,59.409458
17.771666,59.409456
17.781666,59.409453
17.791666,59.409451
17.801666,59.409450
17.811666,59.409448
17.821666,59.409446
17.831666,59.409445
17.841666,59.409443
17.851666,59.409442
17.861666,59.409441
17.871666,59.409440
17.881666,59.409440
17.891666,59.409439
17.901666,59.409439
17.911666,59.409439
17.921666,59.409438
17.931666,59.409438
17.941666,59.409439
17.951666,59.409439
17.961666,59.409440
17.971666,59.409440
17.981666,59.409441
17.991666,59.409442
18.001666,59.409443
18.011666,59.409445
18.021666,59.409446
18.031666,59.409448
18.041666,59.409449
18.051666,59.409451
18.061666,59.409453
18.071666,59.409456
18.081666,59.409458
18.091666,59.409461
18.101666,59.409463
18.111666,59.409466
18.121666,59.409469
18.131666,59.409472
18.141666,59.409476
18.151666,59.409479
18.161666,59.409483
18.171666,59.409486
18.181666,59.409490
18.191666,59.409494
18.201666,59.409499
18.211666,59.409503
18.221666,59.409507
18.231666,59.409512
18.241666,59.409517
18.251666,59.409522
18.261666,59.409527
18.271666,59.409532
18.281666,59.409537
18.291666,59.409542
18.301666,59.409548
18.311666,59.409553
18.321666,59.409559
18.331666,59.409565
18.341666,59.409571
18.351666,59.409577
18.361666,59.409583
18.371666,59.409590
18.381666,59.409596
18.391666,59.409603
18.401666,59.409609
18.411666,59.409616
18.421666,59.409623
18.431666,59.409630
18.441666,59.409637
18.451666,59.409644
18.461666,59.409651
18.471666,59.409659
18.481666,59.409666
18.491666,59.409673
18.501666,59.409681
18.511666,59.409689
18.521666,59.409696
18.531666,59.409704
18.541666,59.409712
18.551666,59.409720
18.561666,59.409728
18.571666,59.409736
18.581666,59.409744
18.591666,59.409752
18.601666,59.409760
18.611666,59.409769
18.621666,59.409777
18.631666,59.409785
18.641666,59.409794
18.651666,59.409802
18.661666,59.409811
18.671666,59.409819
18.681666,59.409828
18.691666,59.409837
18.701666,59.409845
18.711666,59.409854
18.721666,59.409863
18.731666,59.409872
18.741666,59.409881
18.751666,59.409890
18.761666,59.409899
18.771666,59.409908
18.781666,59.409917
18.791666,59.409926
18.801666,59.409935
18.811666,59.409944
18.821666,59.409954
18.831666,59.409963
18.841666,59.409972
18.851666,59.409981
18.861666,59.409991
18.871666,59.410000
18.881666,59.410010
18.891666,59.410019
18.901666,59.410029
18.911666,59.410038
18.921666,59.410048
18.931666,59.410058
18.941666,59.410067
18.951666,59.410077
18.961666,59.410087
18.971666,59.410097
18.981666,59.410106
18.991666,59.410116
19.001666,59.410126
19.011666,59.410136
19.021666,59.410146
19.031666,59.410157
19.041666,59.410167
19.051666,59.410177
19.061666,59.410187
19.071666,59.410198
19.081666,59.410208
19.091666,59.410218
19.101666,59.410229
19.111666,59.410240
19.121666,59.410250
19.131666,59.410261
19.141666,59.410272
19.151666,59.410283
19.161666,59.410293
19.171666,59.410304
19.181666,59.410316
19.191666,59.410327
19.201666,59.410338
19.211666,59.410349
19.221666,59.410360
19.231666,59.410372
19.241666,59.410383
19.251666,59.410395
19.261666,59.410407
19.271666,59.410418
19.281666,59.410430
19.291666,59.410442
19.301666,59.410454
19.311666,59.410466
19.321666,59.410479
19.331666,59.410491
19.341666,59.410503
19.351666,59.410516
19.361666,59.410528
19.371666,59.410541
19.381666,59.410554
19.391666,59.410567
19.401666,59.410580
19.411666,59.410593
19.421666,59.410606
19.431666,59.410619
19.441666,59.410633
19.451666,59.410646
19.461666,59.410660
19.471666,59.410673
19.481666,59.410687
19.491666,59.410701
19.501666,59.410715
19.511666,59.410729
19.521666,59.410744
19.531666,59.410758
19.541666,59.410772
19.551666,59.410787
19.561666,59.410802
19.571666,59.410816
19.581666,59.410831
19.591666,59.410846
19.601666,59.410862
19.611666,59.410877
19.621666,59.410892
19.631666,59.410908
19.641666,59.410923
19.651666,59.410939
19.661666,59.410955
19.671666,59.410971
19.681666,59.410987
19.691666,59.411003
19.701666,59.411019
19.711666,59.411036
19.721666,59.411052
19.731666,59.411069
19.741666,59.411085
19.751666,59.411102
19.761666,59.411119
19.771666,59.411136
19.781666,59.411154
19.791666,59.411171
19.801666,59.411188
19.811666,59.411206
19.821666,59.411223
19.831666,59.411241
19.841666,59.411259
19.851666,59.411277
19.861666,59.411295
19.871666,59.411313
19.881666,59.411331
19.891666,59.411350
19.901666,59.411368
19.911666,59.411386
19.921666,59.411405
19.931666,59.411424
19.941666,59.411443
19.951666,59.411462
19.961666,59.411481
19.971666,59.411500
19.981666,59.411519
19.991666,59.411538
20.001666,59.411558
20.011666,59.411577
20.021666,59.411597
20.031666,59.411616
20.041666,59.411636
20.051666,59.411656
20.061666,59.411676
20.071666,59.411696
20.081666,59.411716
20.091666,59.411736
20.101666,59.411756
20.111666,59.411777
20.121666,59.411797
20.131666,59.411817
20.141666,59.411838
20.151666,59.411858
20.161666,59.411879
20.171666,59.411900
20.181666,59.411921
20.191666,59.411941
20.201666,59.411962
20.211666,59.411983
20.221666,59.412004
20.231666,59.412025
20.241666,59.412047
20.251666,59.412068
20.261666,59.412089
20.271666,59.412110
20.281666,59.412132
20.291666,59.412153
20.301666,59.412175
20.311666,59.412196
20.321666,59.412218
20.331666,59.412239
20.341666,59.412261
20.351666,59.412283
20.361666,59.412305
20.371666,59.412326
20.381666,59.412348
20.391666,59.412370
20.401666,59.412392
20.411666,59.412414
20.421666,59.412436
20.431666,59.412458
20.441666,59.412480
20.451666,59.412502
20.461666,59.412525
20.471666,59.412547
20.481666,59.412569
20.491666,59.412592
20.501666,59.412614
20.511666,59.412636
20.521666,59.412659
20.531666,59.412681
20.541666,59.412704
20.551666,59.412726
20.561666,59.412749
20.571666,59.412772
20.581666,59.412794
20.591666,59.412817
20.601666,59.412840
20.611666,59.412863
20.621666,59.412886
20.631666,59.412909
20.641666,59.412932
20.651666,59.412955
20.661666,59.412978
20.671666,59.413001
20.681666,59.413024
20.691666,59.413047
20.701666,59.413071
20.711666,59.413094
20.721666,59.413117
20.731666,59.413141
20.741666,59.413164
20.751666,59.413188
20.761666,59.413211
20.771666,59.413235
20.781666,59.413259
20.791666,59.413282
20.801666,59.413306
20.811666,59.413330
20.821666,59.413354
20.831666,59.413378
20.841666,59.413402
20.851666,59.413426
20.861666,59.413450
20.871666,59.413475
20.881666,59.413499
20.891666,59.413523
20.901666,59.413548
20.911666,59.413572
20.921666,59.413597
20.931666,59.413621
20.941666,59.413646
20.951666,59.413671
20.961666,59.413696
20.971666,59.413721
20.981666,59.413746
20.991666,59.413771
21.001666,59.413796
21.011666,59.413821
21.021666,59.413846
21.031666,59.413872
21.041666,59.413897
21.051666,59.413923
21.061666,59.413948
21.071666,59.413974
21.081666,59.414000
21.091666,59.414025
21.101666,59.414051
21.111666,59.414077
21.121666,59.414103
21.131666,59.414130
21.141666,59.414156
21.151666,59.414182
21.161666,59.414208
21.171666,59.414235
21.181666,59.414261
21.191666,59.414288
21.201666,59.414315
21.211666,59.414341
21.221666,59.414368
21.231666,59.414395
21.241666,59.414422
21.251666,59.414449
21.261666,59.414477
21.271666,59.414504
21.281666,59.414531
21.291666,59.414559
21.301666,59.414586
21.311666,59.414614
21.321666,59.414641
21.331666,59.414669
21.341666,59.414697
21.351666,59.414725
21.361666,59.414753
21.371666,59.414781
21.381666,59.414809
21.391666,59.414837
21.401666,59.414866
21.411666,59.414894
21.421666,59.414923
21.431666,59.414951
21.441666,59.414980
21.451666,59.415008
21.461666,59.415037
21.471666,59.415066
21.481666,59.415095
21.491666,59.415124
21.501666,59.415153
21.511666,59.415182
21.521666,59.415211
21.531666,59.415241
21.541666,59.415270
21.551666,59.415299
21.561666,59.415329
21.571666,59.415358
21.581666,59.415388
21.591666,59.415418
21.601666,59.415448
21.611666,59.415477
21.621666,59.415507
21.631666,59.415537
21.641666,59.415567
21.651666,59.415597
21.661666,59.415628
21.671666,59.415658
21.681666,59.415688
21.691666,59.415719
21.701666,59.415749
21.711666,59.415779
21.721666,59.415810
21.731666,59.415841
21.741666,59.415871
21.751666,59.415902
21.761666,59.415933
21.771666,59.415964
21.781666,59.415995
21.791666,59.416025
21.801666,59.416056
21.811666,59.416088
21.821666,59.416119
21.831666,59.416150
21.841666,59.416181
21.851666,59.416212
21.861666,59.416244
21.871666,59.416275
21.881666,59.416306
21.891666,59.416338
21.901666,59.416369
21.911666,59.416401
21.921666,59.416433
21.931666,59.416464
21.941666,59.416496
21.951666,59.416528
21.961666,59.416559
21.971666,59.416591
21.981666,59.416623
21.991666,59.416655
22.001666,59.416687
22.011666,59.416719
22.021666,59.416751
22.031666,59.416783
22.041666,59.416815
22.051666,59.416847
22.061666,59.416880
22.071666,59.416912
22.081666,59.416944
22.091666,59.416976
22.101666,59.417009
22.111666,59.417041
22.121666,59.417073
22.131666,59.417106
22.141666,59.417138
22.151666,59.417171
22.161666,59.417203
22.171666,59.417236
22.181666,59.417269
22.191666,59.417301
22.201666,59.417334
22.211666,59.417367
22.221666,59.417399
22.231666,59.417432
22.241666,59.417465
22.251666,59.417498
22.261666,59.417531
22.271666,59.417564
22.281666,59.417597
22.291666,59.417630
22.301666,59.417663
22.311666,59.417696
22.321666,59.417729
22.331666,59.417762
22.341666,59.417795
22.351666,59.417829
22.361666,59.417862
22.371666,59.417895
22.381666,59.417929
22.391666,59.417962
22.401666,59.417995
22.411666,59.418029
22.421666,59.418062
22.431666,59.418096
22.441666,59.418130
22.451666,59.418163
22.461666,59.418197
22.471666,59.418231
22.481666,59.418264
22.491666,59.418298
22.501666,59.418332
22.511666,59.418366
22.521666,59.418400
22.531666,59.418434
22.541666,59.418468
22.551666,59.418502
22.561666,59.418536
22.571666,59.418570
22.581666,59.418605
22.591666,59.418639
22.601666,59.418673
22.611666,59.418708
22.621666,59.418742
22.631666,59.418777
22.641666,59.418811
22.651666,59.418846
22.661666,59.418880
22.671666,59.418915
22.681666,59.418950
22.691666,59.418985
22.701666,59.419019
22.711666,59.419054
22.721666,59.419089
22.731666,59.419124
22.741666,59.419159
22.751666,59.419195
22.761666,59.419230
22.771666,59.419265
22.781666,59.419300
22.791666,59.419336
22.801666,59.419371
22.811666,59.419407
22.821666,59.419442
22.831666,59.419478
22.841666,59.419513
22.851666,59.419549
22.861666,59.419585
22.871666,59.419621
22.881666,59.419656
22.891666,59.419692
22.901666,59.419728
22.911666,59.419764
22.921666,59.419800
22.931666,59.419837
22.941666,59.419873
22.951666,59.419909
22.961666,59.419945
22.971666,59.419982
22.981666,59.420018
22.991666,59.420055
23.001666,59.420091
23.011666,59.420128
23.021666,59.420164
23.031666,59.420201
23.041666,59.420238
23.051666,59.420275
23.061666,59.420312
23.071666,59.420349
23.081666,59.420385
23.091666,59.420423
23.101666,59.420460
23.111666,59.420497
23.121666,59.420534
23.131666,59.420571
23.141666,59.420608
23.151666,59.420646
23.161666,59.420683
23.171666,59.420720
23.181666,59.420758
23.191666,59.420795
23.201666,59.420833
23.211666,59.420871
23.221666,59.420908
23.231666,59.420946
23.241666,59.420984
23.251666,59.421022
23.261666,59.421059
23.271666,59.421097
23.281666,59.421135
23.291666,59.421173
23.301666,59.421211
23.311666,59.421249
23.321666,59.421288
23.331666,59.421326
23.341666,59.421364
23.351666,59.421402
23.361666,59.421440
23.371666,59.421479
23.381666,59.421517
23.391666,59.421556
23.401666,59.421594
23.411666,59.421632
23.421666,59.421671
23.431666,59.421710
23.441666,59.421748
23.451666,59.421787
23.461666,59.421826
23.471666,59.421864
23.481666,59.421903
23.491666,59.421942
23.501666,59.421981
23.511666,59.422020
23.521666,59.422058
23.531666,59.422097
23.541666,59.422136
23.551666,59.422175
23.561666,59.422214
23.571666,59.422254
23.581666,59.422293
23.591666,59.422332
23.601666,59.422371
23.611666,59.422410
23.621666,59.422449
23.631666,59.422489
23.641666,59.422528
23.651666,59.422567
23.661666,59.422607
23.671666,59.422646
23.681666,59.422686
23.691666,59.422725
23.701666,59.422765
23.711666,59.422804
23.721666,59.422844
23.731666,59.422883
23.741666,59.422923
23.751666,59.422963
23.761666,59.423002
23.771666,59.423042
23.781666,59.423082
23.791666,59.423122
23.801666,59.423161
23.811666,59.423201
23.821666,59.423241
23.831666,59.423281
23.841666,59.423321
23.851666,59.423361
23.861666,59.423401
23.871666,59.423441
23.881666,59.423481
23.891666,59.423521
23.901666,59.423561
23.911666,59.423601
23.921666,59.423641
23.931666,59.423681
23.941666,59.423722
23.951666,59.423762
23.961666,59.423802
23.971666,59.423842
23.981666,59.423883
23.991666,59.423923
24.001666,59.423963
24.011666,59.424004
24.021666,59.424044
24.031666,59.424085
24.041666,59.424125
24.051666,59.424166
24.061666,59.424206
24.071666,59.424247
24.081666,59.424287
24.091666,59.424328
24.101666,59.424369
24.111666,59.424409
24.121666,59.424450
24.131666,59.424491
24.141666,59.424531
24.151666,59.424572
24.161666,59.424613
24.171666,59.424654
24.181666,59.424695
24.191666,59.424736
24.201666,59.424777
24.211666,59.424818
24.221666,59.424859
24.231666,59.424900
24.241666,59.424941
24.251666,59.424982
24.261666,59.425023
24.271666,59.425065
24.281666,59.425106
24.291666,59.425147
24.301666,59.425188
24.311666,59.425230
24.321666,59.425271
24.331666,59.425313
24.341666,59.425354
24.351666,59.425396
24.361666,59.425437
24.371666,59.425479
24.381666,59.425520
24.391666,59.425562
24.401666,59.425604
24.411666,59.425645
24.421666,59.425687
24.431666,59.425729
24.441666,59.425771
24.451666,59.425813
24.461666,59.425855
24.471666,59.425897
24.481666,59.425939
24.491666,59.425981
24.501666,59.426023
24.511666,59.426065
24.521666,59.426107
24.531666,59.426149
24.541666,59.426191
24.551666,59.426234
24.561666,59.426276
24.571666,59.426318
24.581666,59.426361
24.591666,59.426403
24.601666,59.426446
24.611666,59.426488
24.621666,59.426531
24.631666,59.426573
24.641666,59.426616
24.651666,59.426659
24.661666,59.426701
24.671666,59.426744
24.681666,59.426787
24.691666,59.426830
24.701666,59.426873
24.711666,59.426916
24.721666,59.426959
24.731666,59.427001
24.741666,59.427045
24.751666,59.427088
24.761666,59.427131
24.771666,59.427174
24.781666,59.427217
24.791666,59.427260
24.801666,59.427303
24.811666,59.427347
24.821666,59.427390
24.831666,59.427433
24.841666,59.427477
24.851666,59.427520
24.861666,59.427564
24.871666,59.427607
24.881666,59.427651
24.891666,59.427694
24.901666,59.427738
24.911666,59.427781
24.921666,59.427825
24.931666,59.427869
24.941666,59.427912
24.951666,59.427956
24.961666,59.428000
24.971666,59.428044
24.981666,59.428087
24.991666,59.428131
25.001666,59.428175
25.011666,59.428219
25.021666,59.428263
25.031666,59.428307
25.041666,59.428351
25.051666,59.428395
25.061666,59.428439
25.071666,59.428483
25.081666,59.428527
25.091666,59.428571
25.101666,59.428616
25.111666,59.428660
25.121666,59.428704
25.131666,59.428748
25.141666,59.428793
25.151666,59.428837
25.161666,59.428881
25.171666,59.428926
25.181666,59.428970
25.191666,59.429014
25.201666,59.429059
25.211666,59.429103
25.221666,59.429148
25.231666,59.429192
25.241666,59.429237
25.251666,59.429281
25.261666,59.429326
25.271666,59.429371
25.281666,59.429415
25.291666,59.429460
25.301666,59.429505
25.311666,59.429549
25.321666,59.429594
25.331666,59.429639
25.341666,59.429684
25.351666,59.429728
25.361666,59.429773
25.371666,59.429818
25.381666,59.429863
25.391666,59.429908
25.401666,59.429953
25.411666,59.429998
25.421666,59.430043
25.431666,59.430088
25.441666,59.430133
25.451666,59.430178
25.461666,59.430223
25.471666,59.430268
25.481666,59.430313
25.491666,59.430358
25.501666,59.430403
25.511666,59.430449
25.521666,59.430494
25.531666,59.430539
25.541666,59.430584
25.551666,59.430630
25.561666,59.430675
25.571666,59.430720
25.581666,59.430766
25.591666,59.430811
25.601666,59.430856
25.611666,59.430902
25.621666,59.430947
25.631666,59.430993
25.641666,59.431038
25.651666,59.431084
25.661666,59.431129
25.671666,59.431175
25.681666,59.431220
25.691666,59.431266
25.701666,59.431312
25.711666,59.431357
25.721666,59.431403
25.731666,59.431449
25.741666,59.431494
25.751666,59.431540
25.761666,59.431586
25.771666,59.431632
25.781666,59.431677
25.791666,59.431723
25.801666,59.431769
25.811666,59.431815
25.821666,59.431861
25.831666,59.431907
25.841666,59.431953
25.851666,59.431999
25.861666,59.432045
25.871666,59.432091
25.881666,59.432137
25.891666,59.432183
25.901666,59.432229
25.911666,59.432275
25.921666,59.432321
25.931666,59.432367
25.941666,59.432414
25.951666,59.432460
25.961666,59.432506
25.971666,59.432552
25.981666,59.432599
25.991666,59.432645
26.001666,59.432691
26.011666,59.432738
26.021666,59.432784
26.031666,59.432831
26.041666,59.432877
26.051666,59.432924
26.061666,59.432970
26.071666,59.433017
26.081666,59.433063
26.091666,59.433110
26.101666,59.433156
26.111666,59.433203
26.121666,59.433250
26.131666,59.433296
26.141666,59.433343
26.151666,59.433390
26.161666,59.433437
26.171666,59.433484
26.181666,59.433530
26.191666,59.433577
26.201666,59.433624
26.211666,59.433671
26.221666,59.433718
26.231666,59.433765
26.241666,59.433812
26.251666,59.433859
26.261666,59.433906
26.271666,59.433953
26.281666,59.434001
26.291666,59.434048
26.301666,59.434095
26.311666,59.434142
26.321666,59.434189
26.331666,59.434237
26.341666,59.434284
26.351666,59.434331
26.361666,59.434379
26.371666,59.434426
26.381666,59.434473
26.391666,59.434521
26.401666,59.434568
26.411666,59.434616
26.421666,59.434663
26.431666,59.434711
26.441666,59.434758
26.451666,59.434806
26.461666,59.434854
26.471666,59.434901
26.481666,59.434949
26.491666,59.434997
26.501666,59.435045
26.511666,59.435092
26.521666,59.435140
26.531666,59.435188
26.541666,59.435236
26.551666,59.435284
26.561666,59.435331
26.571666,59.435379
26.581666,59.435427
26.591666,59.435475
26.601666,59.435523
26.611666,59.435571
26.621666,59.435619
26.631666,59.435667
26.641666,59.435715
26.651666,59.435763
26.661666,59.435812
26.671666,59.435860
26.681666,59.435908
26.691666,59.435956
26.701666,59.436004
26.711666,59.436052
26.721666,59.436101
26.731666,59.436149
26.741666,59.436197
26.751666,59.436246
26.761666,59.436294
26.771666,59.436342
26.781666,59.436391
26.791666,59.436439
26.801666,59.436487
26.811666,59.436536
26.821666,59.436584
26.831666,59.436633
26.841666,59.436681
26.851666,59.436730
26.861666,59.436778
26.871666,59.436827
26.881666,59.436875
26.891666,59.436924
26.901666,59.436973
26.911666,59.437021
26.921666,59.437070
26.931666,59.437118
26.941666,59.437167
26.951666,59.437216
26.961666,59.437265
26.971666,59.437313
26.981666,59.437362
26.991666,59.437411
27.001666,59.437460
27.011666,59.437508
27.021666,59.437557
27.031666,59.437606
27.041666,59.437655
27.051666,59.437704
27.061666,59.437753
27.071666,59.437802
27.081666,59.437850
27.091666,59.437899
27.101666,59.437948
27.111666,59.437997
27.121666,59.438046
27.131666,59.438095
27.141666,59.438144
27.151666,59.438193
27.161666,59.438243
27.171666,59.438292
27.181666,59.438341
27.191666,59.438390
27.201666,59.438439
27.211666,59.438488
27.221666,59.438537
27.231666,59.438586
27.241666,59.438636
27.251666,59.438685
27.261666,59.438734
27.271666,59.438783
27.281666,59.438833
27.291666,59.438882
27.301666,59.438931
27.311666,59.438981
27.321666,59.439030
27.331666,59.439079
27.341666,59.439129
27.351666,59.439178
27.361666,59.439228
27.371666,59.439277
27.381666,59.439327
27.391666,59.439376
27.401666,59.439426
27.411666,59.439475
27.421666,59.439525
27.431666,59.439574
27.441666,59.439624
27.451666,59.439673
27.461666,59.439723
27.471666,59.439773
27.481666,59.439822
27.491666,59.439872
27.501666,59.439921
27.511666,59.439971
27.521666,59.440021
27.531666,59.440071
27.541666,59.440120
27.551666,59.440170
27.561666,59.440220
27.571666,59.440270
27.581666,59.440320
27.591666,59.440369
27.601666,59.440419
27.611666,59.440469
27.621666,59.440519
27.631666,59.440569
27.641666,59.440619
27.651666,59.440669
27.661666,59.440719
27.671666,59.440769
